,street_add,city,state,zip,l1_ports,l2_ports,l3_ports,sum_ports,ev_network,longitude,latitude,ev_sockets,geometry,vehicle
379,15200 E 120th Ave,Commerce City,CO,80022,0,0,1,1,ChargePoint Network,-104.80964,39.914064,"4, 2",POINT (-104.80964 39.914064),
380,1521 Hancock expressway,Colorado Springs,CO,80903,0,2,0,2,ChargePoint Network,-104.79937,38.811863,1,POINT (-104.79937 38.811863),
381,1521 Ski Hill Rd,Breckenridge,CO,80424,0,4,0,4,Tesla Destination,-106.066908,39.480486,"1, 3",POINT (-106.066908 39.480486),
382,1525 Ski Hill Rd,Breckenridge,CO,80424,0,1,0,1,ChargePoint Network,-106.066299,39.480692,1,POINT (-106.066299 39.480692),
383,15285 S Golden Rd,Golden,CO,80401,0,2,0,2,Non-Networked,-105.1696222,39.73412289,1,POINT (-105.1696222 39.73412289),
384,15285 South Golden Rd,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.17102,39.734911,1,POINT (-105.17102 39.734911),
385,15301 East Iliff Avenue,Aurora,CO,80013,0,1,0,1,SemaCharge Network,-104.809074,39.675317,1,POINT (-104.809074 39.675317),
386,1545 E Cheyenne Mountain Blvd,Colorado Springs,CO,80906,0,2,0,2,Volta,-104.798787,38.790632,1,POINT (-104.798787 38.790632),
387,155 W Pacific Ave,Telluride,CO,81435,0,6,0,6,Non-Networked,-107.8118486,37.93669948,1,POINT (-107.8118486 37.93669948),
388,1550 Market St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.998468,39.749408,1,POINT (-104.998468 39.749408),
389,1550 Raleigh Street,Denver,CO,80204,0,2,0,2,SemaCharge Network,-105.041372,39.741825,1,POINT (-105.041372 39.741825),
390,15500 E 40th Ave,Denver,CO,80239,0,4,0,4,Tesla Destination,-104.80692,39.771872,"1, 3",POINT (-104.80692 39.771872),
391,1551 Wewatta Street,Denver,CO,80202,0,4,0,4,SemaCharge Network,-105.0031,39.752267,1,POINT (-105.0031 39.752267),
392,155-199 S Harrison Ave,Fort Lupton,CO,80621,0,2,0,2,ChargePoint Network,-104.806977,40.079084,1,POINT (-104.806977 40.079084),
393,1555 Blake St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.999804,39.750433,1,POINT (-104.999804 39.750433),
394,1555 Daphne Street,Broomfield,CO,80020,0,2,0,2,ChargePoint Network,-105.077765,39.938061,1,POINT (-105.077765 39.938061),
395,1555 E Chestnut St,Sterling,CO,80751,0,2,0,2,Tesla Destination,-104.891562,40.474278,3,POINT (-104.891562 40.474278),
396,15680 W 64th Ave,Arvada,CO,80007,0,2,0,2,ChargePoint Network,-105.17503,39.812211,1,POINT (-105.17503 39.812211),
397,1575 Lehigh St,Boulder,CO,80305,0,2,0,2,ChargePoint Network,-105.26046,39.97184,1,POINT (-105.26046 39.97184),
398,1580 Auto Mall Loop,Colorado Springs,CO,80920,0,1,0,1,ChargePoint Network,-104.79412,38.952847,1,POINT (-104.79412 38.952847),
399,1580 Auto Mall Loop,Colorado Springs,CO,80920,0,1,0,1,ChargePoint Network,-104.79409,38.952847,1,POINT (-104.79409 38.952847),
400,1580 Auto Mall Loop,Colorado Springs,CO,80920,0,0,1,1,ChargePoint Network,-104.79413,38.953045,2,POINT (-104.79413 38.953045),
401,15870 Co Rd 162,Nathrop,CO,81236,0,2,0,2,Tesla Destination,-106.162829,38.732843,3,POINT (-106.162829 38.732843),
402,1595 Ski Hill Rd,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.06686,39.481728,1,POINT (-106.06686 39.481728),
403,16 Vail Rd,Vail,CO,81657,0,2,0,2,Tesla Destination,-106.378004,39.64258,3,POINT (-106.378004 39.64258),
404,160 W Beaver Creek Blvd,Avon,CO,81620,0,4,0,4,Tesla Destination,-106.524947,39.636509,"1, 3",POINT (-106.524947 39.636509),
405,1600 Iron Horse Dr,Longmont,CO,80501,0,2,0,2,ChargePoint Network,-105.06196,40.159432,1,POINT (-105.06196 40.159432),
406,1600 W 12th Ave,Denver,CO,80204,0,1,0,1,ChargePoint Network,-105.009544,39.733341,1,POINT (-105.009544 39.733341),
407,1601 Wewatta St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.002661,39.753798,1,POINT (-105.002661 39.753798),
408,1601 Wewatta St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.00273,39.753813,1,POINT (-105.00273 39.753813),
409,16011 Grant St,Thornton,CO,80023,0,2,0,2,Volta,-104.9861308,39.98690731,1,POINT (-104.9861308 39.98690731),
410,16025 Table Mountain Pkwy,Golden,CO,80403,0,2,0,2,ChargePoint Network,-105.17649,39.783627,1,POINT (-105.17649 39.783627),
411,1604 Arapahoe Avenue,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.27417,40.014259,1,POINT (-105.27417 40.014259),
412,1604 Arapahoe Avenue,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.274158,40.014236,1,POINT (-105.274158 40.014236),
413,1610 Prairie Center Pkwy,Brighton,CO,80601,0,2,0,2,ChargePoint Network,-104.767413,39.963342,1,POINT (-104.767413 39.963342),
414,1615 Platte Street,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.007995,39.758118,1,POINT (-105.007995 39.758118),
415,1615 Platte Street,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.008037,39.758087,1,POINT (-105.008037 39.758087),
416,16171 CO-92,Gunnison,CO,81230,0,0,1,1,ChargePoint Network,-107.322105,38.454933,"4, 2",POINT (-107.322105 38.454933),
417,1626 Jamboree Dr,Colorado Springs,CO,80920,0,1,0,1,Non-Networked,-104.795662,38.950347,1,POINT (-104.795662 38.950347),
418,1627 Ski Hill Rd,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.067405,39.482477,1,POINT (-106.067405 39.482477),
419,1630 8th Street,Golden,CO,80401,0,4,0,4,SemaCharge Network,-105.234611,39.754259,1,POINT (-105.234611 39.754259),
420,1631 Coalton Rd,Superior,CO,80027,0,2,0,2,ChargePoint Network,-105.150607,39.929913,1,POINT (-105.150607 39.929913),
421,1634 W Plum St,Fort Collins,CO,80521,0,1,0,1,ChargePoint Network,-105.10509,40.576965,1,POINT (-105.10509 40.576965),
422,1634 W Plum St,Fort Collins,CO,80521,0,1,0,1,ChargePoint Network,-105.10511,40.57687,1,POINT (-105.10511 40.57687),
423,1635 Tremont Street,Denver,CO,80202,0,2,0,2,SemaCharge Network,-104.989314,39.743688,1,POINT (-104.989314 39.743688),
424,16350 Woodgate Road,Montrose,CO,81401,0,4,0,4,SemaCharge Network,-107.860518,38.449131,1,POINT (-107.860518 38.449131),
425,16440 E Arapahoe Rd,Foxfield,CO,80016,0,1,0,1,SemaCharge Network,-104.797479,39.59433,1,POINT (-104.797479 39.59433),
426,165 Market St,Keenesburg,CO,80643,0,0,1,1,ChargePoint Network,-104.52173,40.11157,"4, 2",POINT (-104.52173 40.11157),
427,1650 Arapahoe St,Golden,CO,80401,0,2,0,2,Non-Networked,-105.218967,39.750313,1,POINT (-105.218967 39.750313),
428,1650 Coal Creek Dr.,Lafayette,CO,80026,0,4,0,4,EV Connect,-105.093601,39.983971,1,POINT (-105.093601 39.983971),
429,16521 Washington St,Thornton,CO,80023,0,0,6,6,eVgo Network,-104.9818484,39.9959901,"4, 2",POINT (-104.9818484 39.9959901),
430,1655 N Lafayette St,Denver,CO,80218,0,2,0,2,ChargePoint Network,-104.97119,39.742794,1,POINT (-104.97119 39.742794),
431,16565 E 33rd Dr,Aurora,CO,80011,0,0,1,1,ChargePoint Network,-104.79532,39.764977,2,POINT (-104.79532 39.764977),
432,1660 S Albion St,Denver,CO,80222,0,2,0,2,ChargePoint Network,-104.939103,39.686302,1,POINT (-104.939103 39.686302),
433,16700 W Colfax Ave,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.18756,39.723135,1,POINT (-105.18756 39.723135),
434,1681 Chestnut Place,Denver,CO,80202,0,6,0,6,SemaCharge Network,-105.003153,39.754559,1,POINT (-105.003153 39.754559),
435,1685 38th St,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.2456,40.016056,1,POINT (-105.2456 40.016056),
436,16851 Palisade Loop,Broomfield,CO,80023,0,2,0,2,ChargePoint Network,-104.994258,40.004622,1,POINT (-104.994258 40.004622),
437,16851 Palisade Loop,Broomfield,CO,80023,0,2,0,2,ChargePoint Network,-104.996085,40.005616,1,POINT (-104.996085 40.005616),
438,16859 Palisade Loop,Broomfield,CO,80023,0,2,0,2,ChargePoint Network,-104.994258,40.004622,1,POINT (-104.994258 40.004622),
439,1687 Cole Blvd,Lakewood,CO,80401,0,2,0,2,ChargePoint Network,-105.156235,39.740932,1,POINT (-105.156235 39.740932),
440,1687 Cole Blvd,Lakewood,CO,80401,0,2,0,2,ChargePoint Network,-105.15626,39.740932,1,POINT (-105.15626 39.740932),
441,16891 Palisade Loop,Broomfield,CO,80023,0,2,0,2,ChargePoint Network,-104.994258,40.004622,1,POINT (-104.994258 40.004622),
442,16891 Palisade Loop,Broomfield,CO,80023,0,2,0,2,ChargePoint Network,-104.995046,40.003857,1,POINT (-104.995046 40.003857),
443,16919 Hwy 140,Hesperus,CO,81326,0,2,0,2,Tesla Destination,-108.071904,37.213487,"1, 3",POINT (-108.071904 37.213487),
444,170 Green St,Parachute,CO,81623,0,1,0,1,Non-Networked,-108.050053,39.455231,1,POINT (-108.050053 39.455231),
445,170 W 10th Ave,Nucla,CO,81424,0,2,0,2,ChargePoint Network,-108.547371,38.261451,1,POINT (-108.547371 38.261451),
446,1700 CO-66,Estes Park,CO,80517,0,2,0,2,Tesla Destination,-105.553686,40.36083,3,POINT (-105.553686 40.36083),
447,1700 Platte Street,Denver,CO,80202,0,4,0,4,SemaCharge Network,-105.005934,39.758634,1,POINT (-105.005934 39.758634),
448,1700 Sherman Street,Denver,CO,80203,0,4,0,4,SemaCharge Network,-104.984522,39.743995,1,POINT (-104.984522 39.743995),
449,17000 E IIiff Ave,Aurora,CO,80013,0,0,8,8,eVgo Network,-104.790706,39.672772,"4, 2",POINT (-104.790706 39.672772),
450,1701 Arapahoe St,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.218994,39.750324,1,POINT (-105.218994 39.750324),
451,1701 Wewatta St,Denver,CO,80202,0,0,4,4,eVgo Network,-105.000729,39.754975,"4, 2",POINT (-105.000729 39.754975),
452,17044 CR-5,Flagler,CO,80815,0,0,4,4,Electrify America,-103.06136,39.28731,"4, 2",POINT (-103.06136 39.28731),
453,1710 29th Street,Boulder,CO,80301,0,0,10,10,Tesla,-105.257022,40.020289,3,POINT (-105.257022 40.020289),
454,17140 W Colfax Ave,Golden,CO,80401,0,4,0,4,Non-Networked,-105.192637,39.722082,1,POINT (-105.192637 39.722082),
455,1715 38th St,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.24467,40.016453,1,POINT (-105.24467 40.016453),
456,1715 38th St,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.24468,40.016464,1,POINT (-105.24468 40.016464),
457,1725 Rocky Mountain Ave,Loveland,CO,80538,0,0,4,4,Electrify America,-105.00398,40.40828,"4, 2",POINT (-105.00398 40.40828),
458,1734 Curtis Street,Denver,CO,80202,0,1,0,1,ChargePoint Network,-104.992576,39.748358,1,POINT (-104.992576 39.748358),
459,1734 Curtis Street,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.992529,39.748405,1,POINT (-104.992529 39.748405),
460,1739 Broadway,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.279301,40.014473,1,POINT (-105.279301 40.014473),
461,1739 Broadway,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.27934,40.01447,1,POINT (-105.27934 40.01447),
462,1745 14th street,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.276852,40.015303,1,POINT (-105.276852 40.015303),
463,1745 Shea Center Dr,Highlands Ranch,CO,80129,0,2,0,2,ChargePoint Network,-105.009263,39.554888,1,POINT (-105.009263 39.554888),
464,1745 Shea Center Dr,Highlands Ranch,CO,80129,0,2,0,2,ChargePoint Network,-105.009145,39.55493,1,POINT (-105.009145 39.55493),
465,1750 Jackson St,Golden,CO,80401,0,6,0,6,EV Connect,-105.216468,39.751284,1,POINT (-105.216468 39.751284),
466,1750 Wewatta St,Denver,CO,80202,0,1,0,1,ChargePoint Network,-105.000327,39.754559,1,POINT (-105.000327 39.754559),
467,1750 Wewatta St Dual Station,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.000796,39.754212,1,POINT (-105.000796 39.754212),
468,1750 Wewatta Street,Denver,CO,80202,0,1,0,1,ChargePoint Network,-105.000152,39.754806,1,POINT (-105.000152 39.754806),
469,17685 US-287,Livermore,CO,80536,0,1,0,1,SemaCharge Network,-105.216944,40.794298,1,POINT (-105.216944 40.794298),
470,17695 S Golden Rd,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.199521,39.741532,1,POINT (-105.199521 39.741532),
471,177 Meraly Way,Silverthorne,CO,80498,0,2,0,2,ChargePoint Network,-106.065395,39.62633,1,POINT (-106.065395 39.62633),
472,177 Meraly Way,Silverthorne,CO,80498,0,2,0,2,ChargePoint Network,-106.065429,39.626394,1,POINT (-106.065429 39.626394),
473,177 Meraly Way,Silverthorne,CO,80498,0,2,0,2,ChargePoint Network,-106.065485,39.626436,1,POINT (-106.065485 39.626436),
474,1770 13th St,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.277221,40.015705,1,POINT (-105.277221 40.015705),
475,17761 COTTONWOOD DRIVE,Parker,CO,80134,0,0,4,4,Electrify America,-104.78379,39.55953,"4, 2",POINT (-104.78379 39.55953),
476,17970 Knollwood Drive,Monument,CO,80132,0,0,8,8,Tesla,-104.8526079,39.09231906,3,POINT (-104.8526079 39.09231906),
477,180 10th Street,Steamboat Springs,CO,80487,0,2,0,2,ChargePoint Network,-106.836817,40.487708,1,POINT (-106.836817 40.487708),
478,1800 Grant St,Denver,CO,80203,0,2,0,2,ChargePoint Network,-104.983116,39.74542,1,POINT (-104.983116 39.74542),
479,1800 Grant St,Denver,CO,80203,0,2,0,2,ChargePoint Network,-104.98344,39.74547,1,POINT (-104.98344 39.74547),
480,1800 Harlan St,Edgewater,CO,80214,0,2,0,2,ChargePoint Network,-105.061811,39.745619,1,POINT (-105.061811 39.745619),
481,"1800 Larimer Street, Suite 1800",Denver,CO,80202,0,2,0,2,SemaCharge Network,-104.994436,39.751282,1,POINT (-104.994436 39.751282),
482,1800 S Indiana St,Superior,CO,80027,0,2,0,2,ChargePoint Network,-105.157326,39.937073,1,POINT (-105.157326 39.937073),
483,1800 Wazee Street,Denver,CO,80202,0,6,0,6,SemaCharge Network,-104.996846,39.753209,1,POINT (-104.996846 39.753209),
484,1801 13th St,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.278551,40.016622,1,POINT (-105.278551 40.016622),
485,1801 13th St,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.278613,40.016783,1,POINT (-105.278613 40.016783),
486,1801 California St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.989718,39.748197,1,POINT (-104.989718 39.748197),
487,1801 California St,Denver,CO,80202,0,1,0,1,ChargePoint Network,-104.989774,39.748197,1,POINT (-104.989774 39.748197),
488,1801 Moly Rd,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.22299,39.742844,1,POINT (-105.22299 39.742844),
489,1801 Riverside Ave,Fort Collins,CO,80525,0,2,0,2,ChargePoint Network,-105.04675,40.562767,1,POINT (-105.04675 40.562767),
490,1805 29th Street #1118,Boulder,CO,80301,0,0,4,4,Electrify America,-105.25626,40.02011,"4, 2",POINT (-105.25626 40.02011),
491,1810 Harlan St,Edgewater,CO,80214,0,2,0,2,ChargePoint Network,-105.061799,39.745665,1,POINT (-105.061799 39.745665),
492,18150 E Vassar Pl,Aurora,CO,80013,0,2,0,2,ChargePoint Network,-104.77506,39.668243,1,POINT (-104.77506 39.668243),
493,18150 E Vassar Pl,Aurora,CO,80013,0,2,0,2,ChargePoint Network,-104.7751,39.66828,1,POINT (-104.7751 39.66828),
494,18150 E Vassar Pl,Aurora,CO,80013,0,2,0,2,ChargePoint Network,-104.775162,39.668373,1,POINT (-104.775162 39.668373),
495,18150 E Vassar Pl,Aurora,CO,80013,0,2,0,2,ChargePoint Network,-104.775218,39.668422,1,POINT (-104.775218 39.668422),
496,18241 Green Valley Ranch Blvd,Denver,CO,80249,0,2,0,2,ChargePoint Network,-104.776249,39.784306,1,POINT (-104.776249 39.784306),
497,1825 Hood Ave,Pueblo,CO,81003,0,1,0,1,ChargePoint Network,-104.630291,38.283993,1,POINT (-104.630291 38.283993),
498,18307 E Hampden Ave,Aurora,CO,80013,0,2,0,2,Volta,-104.7753381,39.65421841,1,POINT (-104.7753381 39.65421841),
499,18350 65th ave,Denver,CO,80249,0,2,0,2,ChargePoint Network,-104.774285,39.814413,1,POINT (-104.774285 39.814413),
500,18350 65th St.,Denver,CO,80249,0,2,0,2,ChargePoint Network,-104.774138,39.814277,1,POINT (-104.774138 39.814277),
501,18350 E 65th Ave,Denver,CO,80249,0,2,0,2,ChargePoint Network,-104.774052,39.814133,1,POINT (-104.774052 39.814133),
502,18350 E 65th Ave,Denver,CO,80249,0,2,0,2,ChargePoint Network,-104.774184,39.814162,1,POINT (-104.774184 39.814162),
503,1840 Delaware Pl,Longmont,CO,80501,0,1,0,1,Non-Networked,-105.124506,40.155594,1,POINT (-105.124506 40.155594),
504,18425 W Colfax Ave,Golden,CO,80401,0,0,1,1,ChargePoint Network,-105.204946,39.704976,2,POINT (-105.204946 39.704976),
505,18475 W. Colfax Avenue,Golden,CO,80401,0,4,0,4,SemaCharge Network,-105.205677,39.703618,1,POINT (-105.205677 39.703618),
506,1850 Bassett St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.001731,39.757743,1,POINT (-105.001731 39.757743),
507,18500 E Colfax Ave,Aurora,CO,80011,0,2,0,2,Non-Networked,-104.771248,39.739526,1,POINT (-104.771248 39.739526),
508,18500 E Colfax Ave,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.771695,39.739649,1,POINT (-104.771695 39.739649),
509,1851 Bassett St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.002545,39.758161,1,POINT (-105.002545 39.758161),
510,18552 E 57th Ave,Denver,CO,80249,0,0,6,6,Electrify America,-104.7709,39.79994,"4, 2",POINT (-104.7709 39.79994),
511,1875 Lawrence St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.993421,39.75136,1,POINT (-104.993421 39.75136),
512,1880 Little Raven St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.002706,39.75841,1,POINT (-105.002706 39.75841),
513,18800 E Colfax Ave,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.771045,39.738579,1,POINT (-104.771045 39.738579),
514,1881 16th St Mall,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.001875,39.752936,1,POINT (-105.001875 39.752936),
515,1881 Curtis St,Denver,CO,80202,0,3,0,3,Tesla Destination,-104.991988,39.749998,"1, 3",POINT (-104.991988 39.749998),
516,18837-18863 E Baltic Pl,Aurora,CO,80013,0,2,0,2,ChargePoint Network,-104.769458,39.67996,1,POINT (-104.769458 39.67996),
517,189 Boreas Pass Rd,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.03842,39.472923,1,POINT (-106.03842 39.472923),
518,189 Boreas Pass Rd,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.03848,39.472885,1,POINT (-106.03848 39.472885),
519,189 Boreas Pass Rd,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.03845,39.472874,1,POINT (-106.03845 39.472874),
520,1891 State Hwy 7,Erie,CO,80516,0,0,4,4,Electrify America,-105.01135,40.00247,"4, 2",POINT (-105.01135 40.00247),
521,1897 Sumac Ave,Boulder,CO,80304,0,2,0,2,ChargePoint Network,-105.273384,40.051373,1,POINT (-105.273384 40.051373),
522,1898 S Flatiron Ct,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.217839,40.019967,1,POINT (-105.217839 40.019967),
523,1900 18th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.999981,39.754946,1,POINT (-104.999981 39.754946),
524,1900 Taylor Ave,Louisville,CO,80027,0,1,0,1,ChargePoint Network,-105.11433,39.970191,1,POINT (-105.11433 39.970191),
525,1901 East 13th Avenue,Denver,CO,80206,0,1,0,1,SemaCharge Network,-104.964417,39.73698,1,POINT (-104.964417 39.73698),
526,1901 Pine Grove Rd,Steamboat Springs,CO,80487,0,2,0,2,EVRANGE,-106.820601,40.451596,1,POINT (-106.820601 40.451596),
527,1901 U.S. 160 E,Monte Vista,CO,81144,0,2,0,2,ChargePoint Network,-106.114453,37.568927,1,POINT (-106.114453 37.568927),
528,1901 U.S. 160 E,Monte Vista,CO,81144,0,2,0,2,ChargePoint Network,-106.11447,37.56893,1,POINT (-106.11447 37.56893),
529,1919 Mile High Stadium Cir,Denver,CO,80204,0,2,0,2,ChargePoint Network,-105.019244,39.747157,1,POINT (-105.019244 39.747157),
530,1919 Mile High Stadium Cir,Denver,CO,80204,0,2,0,2,ChargePoint Network,-105.019319,39.747149,1,POINT (-105.019319 39.747149),
531,1919 Mile High Stadium Cir,Denver,CO,80204,0,2,0,2,ChargePoint Network,-105.019255,39.747173,1,POINT (-105.019255 39.747173),
532,19245 E 56th Ave,Denver,CO,80249,0,2,0,2,ChargePoint Network,-104.763649,39.798517,1,POINT (-104.763649 39.798517),
533,1930 E Main St,Trinidad,CO,81082,0,2,0,2,ChargePoint Network,-104.486404,37.178158,1,POINT (-104.486404 37.178158),
534,1942-1998 Evans Ave,Denver,CO,80210,0,2,0,2,ChargePoint Network,-104.964159,39.677965,1,POINT (-104.964159 39.677965),
535,1951 63rd St,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.207756,40.020984,1,POINT (-105.207756 40.020984),
536,1951 63rd Street,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.208971,40.020732,1,POINT (-105.208971 40.020732),
537,1969 Miner Street,Idaho Springs,CO,80452,0,4,0,4,Blink Network,-105.512257,39.741701,1,POINT (-105.512257 39.741701),
538,1979 Ski Hill Rd,Breckenridge,CO,80424,0,2,0,2,Tesla Destination,-106.0671615,39.4861907,"1, 3",POINT (-106.0671615 39.4861907),
539,1979 Ski Hill Rd,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.067801,39.487085,1,POINT (-106.067801 39.487085),
540,1985 Sheridan Blvd.,Edgewater,CO,80214,0,0,6,6,Electrify America,-105.0548,39.74583,"4, 2",POINT (-105.0548 39.74583),
541,199 Inverness Dr.,Englewood,CO,80112,0,1,0,1,Tesla Destination,-104.867708,39.567662,3,POINT (-104.867708 39.567662),
542,1999 Chestnut Pl,Denver,CO,80202,0,4,0,4,ChargePoint Network,-104.9993234,39.76081921,1,POINT (-104.9993234 39.76081921),
543,"1999 N. Broadway 
Suite 1450",Denver,CO,80202,0,4,0,4,SemaCharge Network,-104.987717,39.747797,1,POINT (-104.987717 39.747797),
544,2 Rim Dr,Durango,CO,81301,0,2,0,2,ChargePoint Network,-107.87193,37.27533,1,POINT (-107.87193 37.27533),
545,2 Rim Dr,Durango,CO,81301,0,2,0,2,ChargePoint Network,-107.871956,37.275375,1,POINT (-107.871956 37.275375),
546,2 S Commercial St,Rico,CO,81332,0,2,0,2,ChargePoint Network,-108.030339,37.692933,1,POINT (-108.030339 37.692933),
547,2 South Marshall Road,Superior,CO,80027,0,0,16,16,Tesla,-105.164646,39.954889,3,POINT (-105.164646 39.954889),
548,20 Eagle County Rd,El Jebel,CO,81621,0,1,0,1,Non-Networked,-107.0908952,39.39256755,1,POINT (-107.0908952 39.39256755),
549,20 Eagle Dr,El Jebel,CO,81623,0,2,0,2,ChargePoint Network,-107.09104,39.392309,1,POINT (-107.09104 39.392309),
550,20 Vail Rd,Vail,CO,81657,0,4,0,4,Tesla Destination,-106.378203,39.641587,"1, 3",POINT (-106.378203 39.641587),
551,20 Wilcox Street,Castle Rock,CO,80401,0,6,0,6,SemaCharge Network,-104.859554,39.369909,1,POINT (-104.859554 39.369909),
552,200 Benchmark Rd,Avon,CO,81620,0,2,0,2,ChargePoint Network,-106.526967,39.635415,1,POINT (-106.526967 39.635415),
553,200 E Bennett Ave,Cripple Creek,CO,80813,0,2,0,2,Tesla Destination,-105.178111,38.746365,"1, 3",POINT (-105.178111 38.746365),
554,200 N Wilson Ave,Loveland,CO,80537,0,2,0,2,Non-Networked,-105.115875,40.393945,1,POINT (-105.115875 40.393945),
555,200 Nystrom Ln,Parshall,CO,80468,0,6,0,6,Non-Networked,-105.7626575,39.88400899,1,POINT (-105.7626575 39.88400899),
556,200 Peridot,Loveland,CO,80537,0,2,0,2,ChargePoint Network,-105.04714,40.393241,1,POINT (-105.04714 40.393241),
557,200 Robinson St,Basalt,CO,81621,0,1,0,1,ChargePoint Network,-107.078501,39.372481,1,POINT (-107.078501 39.372481),
558,200 Vail Rd,Vail,CO,81657,0,3,0,3,Tesla Destination,-106.375328,39.639798,3,POINT (-106.375328 39.639798),
559,200 W Baseline Rd,Lafayette,CO,80026,0,2,0,2,ChargePoint Network,-105.092652,40.000055,1,POINT (-105.092652 40.000055),
560,200 W. 136th Ave,Westminster,CO,80234,0,0,3,3,Electrify America,-104.99204,39.94115,"4, 2",POINT (-104.99204 39.94115),
561,2000 16th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.004113,39.753501,1,POINT (-105.004113 39.753501),
562,2000 16th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.00411,39.753451,1,POINT (-105.00411 39.753451),
563,2000 16th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.004357,39.753005,1,POINT (-105.004357 39.753005),
564,2000 16th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.004105,39.75364,1,POINT (-105.004105 39.75364),
565,2000 16th St 3rd Floor,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.003944,39.75316,1,POINT (-105.003944 39.75316),
566,2000 16th St 3rd Floor,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.00428,39.75359,1,POINT (-105.00428 39.75359),
567,2000 16th St 3rd Floor,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.004265,39.753155,1,POINT (-105.004265 39.753155),
568,2000 Delgany St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.996587,39.757638,1,POINT (-104.996587 39.757638),
569,2000 E Colfax,Denver,CO,80206,0,1,0,1,SemaCharge Network,-104.963023,39.739864,1,POINT (-104.963023 39.739864),
570,2000 E Horsetooth Rd,Fort Collins,CO,80525,0,2,0,2,ChargePoint Network,-105.04207,40.53833,1,POINT (-105.04207 40.53833),
571,2000 E Horsetooth Rd,Fort Collins,CO,80525,0,2,0,2,ChargePoint Network,-105.041985,40.53834,1,POINT (-105.041985 40.53834),
572,2000 N Boise Ave,Loveland,CO,80538,0,2,0,2,Non-Networked,-105.05171,40.4134,1,POINT (-105.05171 40.4134),
573,2001 Colorado Blvd,Denver,CO,80205,0,3,0,3,Non-Networked,-104.9428474,39.74843249,1,POINT (-104.9428474 39.74843249),
574,2004 Chestnut Pl,Denver,CO,80202,0,1,0,1,Non-Networked,-104.99841,39.75786,1,POINT (-104.99841 39.75786),
575,2004 Chestnut Pl,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.99814,39.757885,1,POINT (-104.99814 39.757885),
576,20051 E Smoky Hill Rd,Aurora,CO,80015,0,1,0,1,SemaCharge Network,-104.754832,39.611723,1,POINT (-104.754832 39.611723),
577,2008 Pine Street,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.269687,40.021545,1,POINT (-105.269687 40.021545),
