,street_add,city,state,zip,l1_ports,l2_ports,l3_ports,sum_ports,ev_network,longitude,latitude,ev_sockets,geometry,vehicle
197,1248 S Hover Rd,Longmont,CO,80501,0,2,0,2,ChargePoint Network,-105.128485,40.147085,1,POINT (-105.128485 40.147085),
198,1248 S Hover Rd,Longmont,CO,80501,0,2,0,2,ChargePoint Network,-105.12849,40.146925,1,POINT (-105.12849 40.146925),
199,125 Storm King Rd,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.36637,39.563465,1,POINT (-107.36637 39.563465),
200,125 Wulfsohn Road,Glenwood Springs,CO,81601,0,0,6,6,Tesla,-107.340171,39.552676,3,POINT (-107.340171 39.552676),
201,1250 Humboldt St,Denver,CO,80218,0,2,0,2,ChargePoint Network,-104.96926,39.736126,1,POINT (-104.96926 39.736126),
202,12600 E 22nd Ave,Aurora,CO,80045,0,2,0,2,ChargePoint Network,-104.8412,39.74854,1,POINT (-104.8412 39.74854),
203,12636-12734 Co Rd 7,Longmont,CO,80504,0,2,0,2,ChargePoint Network,-104.997297,40.184578,1,POINT (-104.997297 40.184578),
204,127 E Kiowa St,Colorado Springs,CO,80903,0,2,0,2,ChargePoint Network,-104.822207,38.834599,1,POINT (-104.822207 38.834599),
205,127 E Kiowa St,Colorado Springs,CO,80903,0,2,0,2,ChargePoint Network,-104.82243,38.834646,1,POINT (-104.82243 38.834646),
206,127 Laura Way,Dacono,CO,80514,0,0,1,1,ChargePoint Network,-104.974714,40.08689,2,POINT (-104.974714 40.08689),
207,127 Laura Way,Dacono,CO,80514,0,0,1,1,ChargePoint Network,-104.974663,40.086886,2,POINT (-104.974663 40.086886),
208,1275 Crawford Ave,Steamboat Springs,CO,80487,0,1,0,1,Non-Networked,-106.839184,40.490191,1,POINT (-106.839184 40.490191),
209,12880 W Alameda Pkwy,Lakewood,CO,80228,0,1,0,1,SemaCharge Network,-105.142385,39.69985,1,POINT (-105.142385 39.69985),
210,"1290 Broadway
Suite 540",Denver,CO,80203,0,4,0,4,SemaCharge Network,-104.986804,39.736576,1,POINT (-104.986804 39.736576),
211,1290 S Public Rd,Lafayette,CO,80026,0,2,0,2,ChargePoint Network,-105.090133,39.987451,1,POINT (-105.090133 39.987451),
212,1291 Adams Ave,Silverthorne,CO,80498,0,2,0,2,ChargePoint Network,-106.08126,39.64518,1,POINT (-106.08126 39.64518),
213,130 Chestnut St,Fort Collins,CO,80524,0,2,0,2,ChargePoint Network,-105.073151,40.587962,1,POINT (-105.073151 40.587962),
214,130 North 4th Street,Sterling,CO,80751,0,0,1,1,ChargePoint Network,-103.208916,40.625229,2,POINT (-103.208916 40.625229),
215,130 North 4th Street,Sterling,CO,80751,0,0,1,1,ChargePoint Network,-103.208976,40.625234,2,POINT (-103.208976 40.625234),
216,130 S Nevada Ave,Colorado Springs,CO,80903,0,2,0,2,ChargePoint Network,-104.822392,38.831807,1,POINT (-104.822392 38.831807),
217,130 S Nevada Ave,Colorado Springs,CO,80903,0,0,1,1,ChargePoint Network,-104.822236,38.831179,"4, 2",POINT (-104.822236 38.831179),
218,130 S Nevada Ave,Colorado Springs,CO,80903,0,0,1,1,ChargePoint Network,-104.822235,38.831154,"4, 2",POINT (-104.822235 38.831154),
219,130 S Nevada Ave,Colorado Springs,CO,80903,0,2,0,2,ChargePoint Network,-104.822306,38.83186,1,POINT (-104.822306 38.83186),
220,1300 Barlow Rd,Fort Morgan,CO,80701,0,0,4,4,Electrify America,-103.77111,40.26144,"4, 2",POINT (-103.77111 40.26144),
221,1300 Canyon Blvd,Boulder,CO,80302,0,4,0,4,Non-Networked,-105.27745,40.015925,1,POINT (-105.27745 40.015925),
222,1300 S Interocean Ave,Holyoke,CO,80734,0,2,0,2,Non-Networked,-102.302445,40.57175947,1,POINT (-102.302445 40.57175947),
223,1300 Spruce St,Boulder,CO,80302,0,4,0,4,Non-Networked,-105.279044,40.01943046,1,POINT (-105.279044 40.01943046),
224,1301 19th St,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.221085,39.746265,1,POINT (-105.221085 39.746265),
225,1301 Canyon Blvd,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.277527,40.016538,1,POINT (-105.277527 40.016538),
226,1305 Escalante Dr,Durango,CO,81303,0,2,0,2,ChargePoint Network,-107.859527,37.222718,1,POINT (-107.859527 37.222718),
227,1305 Escalante Dr,Durango,CO,81303,0,2,0,2,ChargePoint Network,-107.85961,37.222757,1,POINT (-107.85961 37.222757),
228,1309 E 3rd Ave,Durango,CO,81301,0,2,0,2,ChargePoint Network,-107.876985,37.277208,1,POINT (-107.876985 37.277208),
229,1309 E 3rd Ave,Durango,CO,81301,0,2,0,2,ChargePoint Network,-107.877059,37.277199,1,POINT (-107.877059 37.277199),
230,1309 East 3rd Ave,Durango,CO,81301,0,2,0,2,ChargePoint Network,-107.877584,37.277585,1,POINT (-107.877584 37.277585),
231,1309 East 3rd Ave,Durango,CO,81301,0,2,0,2,ChargePoint Network,-107.877535,37.27752,1,POINT (-107.877535 37.27752),
232,13133 E. Arapahoe Rd,Centennial,CO,80112,0,2,0,2,EV Connect,-104.835886,39.595744,1,POINT (-104.835886 39.595744),
233,1314 Elati St,Denver,CO,80204,0,2,0,2,Non-Networked,-104.993913,39.737179,1,POINT (-104.993913 39.737179),
234,13184 Co Rd 13,Longmont,CO,80504,0,2,0,2,ChargePoint Network,-104.940827,40.19052,1,POINT (-104.940827 40.19052),
235,1319 Miner Street,Idaho Springs,CO,80452,0,0,8,8,Tesla,-105.518293,39.741617,3,POINT (-105.518293 39.741617),
236,132 E Cheyenne Rd,Colorado Springs,CO,80906,0,2,0,2,ChargePoint Network,-104.824176,38.80713,1,POINT (-104.824176 38.80713),
237,132 E Cheyenne Rd,Colorado Springs,CO,80906,0,2,0,2,ChargePoint Network,-104.82424,38.807071,1,POINT (-104.82424 38.807071),
238,132 E Cheyenne Rd,Colorado Springs,CO,80906,0,2,0,2,ChargePoint Network,-104.82414,38.807154,1,POINT (-104.82414 38.807154),
239,132 E Cheyenne Rd,Colorado Springs,CO,80906,0,2,0,2,ChargePoint Network,-104.824237,38.807113,1,POINT (-104.824237 38.807113),
240,1320 Plum Valley Ln,Highlands Ranch,CO,80129,0,1,1,2,Non-Networked,-105.004869,39.560813,"4, 1, 2",POINT (-105.004869 39.560813),
241,13200 E. 14th Pl.,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.83542,39.73768,1,POINT (-104.83542 39.73768),
242,13200 E. 14th Pl.,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.83542,39.737811,1,POINT (-104.83542 39.737811),
243,13200 E. 14th Pl.,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.835416,39.737702,1,POINT (-104.835416 39.737702),
244,13200 E. 14th Pl.,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.835419,39.737748,1,POINT (-104.835419 39.737748),
245,13200 E. 14th Pl.,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.835334,39.737745,1,POINT (-104.835334 39.737745),
246,13200 E. 14th Pl.,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.835334,39.737703,1,POINT (-104.835334 39.737703),
247,13200 E. 14th Pl.,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.835423,39.737637,1,POINT (-104.835423 39.737637),
248,13200 E. 14th Pl.,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.835334,39.737674,1,POINT (-104.835334 39.737674),
249,13200 E. 14th Pl.,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.83534,39.737789,1,POINT (-104.83534 39.737789),
250,13201 Lowell Blvd,Broomfield,CO,80020,0,2,0,2,ChargePoint Network,-105.036248,39.934862,1,POINT (-105.036248 39.934862),
251,1321 Elati St,Denver,CO,80204,0,2,0,2,ChargePoint Network,-104.994404,39.737289,1,POINT (-104.994404 39.737289),
252,1322 Blake St,Denver,CO,80204,0,1,0,1,Non-Networked,-105.001949,39.74816,1,POINT (-105.001949 39.74816),
253,1323 Elati St,Denver,CO,80204,0,2,0,2,ChargePoint Network,-104.994651,39.737252,1,POINT (-104.994651 39.737252),
254,13253 E 13th Pl,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.83364,39.737362,1,POINT (-104.83364 39.737362),
255,13253 E 13th Pl,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.833608,39.73736,1,POINT (-104.833608 39.73736),
256,1329-1343 Bannock St,Denver,CO,80204,0,1,0,1,ChargePoint Network,-104.99041,39.737739,1,POINT (-104.99041 39.737739),
257,13321 W Midway Blvd,Broomfield,CO,80020,0,2,0,2,Blink Network,-105.125534,39.938837,1,POINT (-105.125534 39.938837),
258,1333 S Academy Blvd,Colorado Springs,CO,80916,0,1,1,2,Non-Networked,-104.756795,38.81233,"4, 1, 2",POINT (-104.756795 38.81233),
259,13347 E Montview Blvd,Aurora,CO,80045,0,2,0,2,ChargePoint Network,-104.83253,39.748056,1,POINT (-104.83253 39.748056),
260,13347 E Montview Blvd,Aurora,CO,80045,0,2,0,2,ChargePoint Network,-104.832509,39.748019,1,POINT (-104.832509 39.748019),
261,1335 Curtis Street,Denver,CO,80204,0,2,0,2,ChargePoint Network,-104.9983,39.74512,1,POINT (-104.9983 39.74512),
262,1335 Elati St,Denver,CO,80204,0,2,0,2,ChargePoint Network,-104.994324,39.73784,1,POINT (-104.994324 39.73784),
263,1338 Motor City Dr,Colorado Springs,CO,80905,0,8,2,10,EVGATEWAY,-104.830882,38.81400093,"4, 1, 2",POINT (-104.830882 38.81400093),
264,13385 Holly St,Thornton,CO,80241,0,2,0,2,ChargePoint Network,-104.924272,39.940881,1,POINT (-104.924272 39.940881),
265,13385 Holly St,Thornton,CO,80241,0,2,0,2,ChargePoint Network,-104.924254,39.940957,1,POINT (-104.924254 39.940957),
266,134 Union Blvd,Lakewood,CO,80228,0,2,0,2,ChargePoint Network,-105.13191,39.716915,1,POINT (-105.13191 39.716915),
267,13401 Picadilly Rd,Brighton,CO,80603,0,1,0,1,RIVIAN_WAYPOINTS,-104.751016,39.9380796,1,POINT (-104.751016 39.9380796),
268,13401 Picadilly Rd,Brighton,CO,80603,0,1,0,1,RIVIAN_WAYPOINTS,-104.7509942,39.9381197,1,POINT (-104.7509942 39.9381197),
269,1341 Main Street,Louisville,CO,80027,0,2,0,2,ChargePoint Network,-105.132555,39.984244,1,POINT (-105.132555 39.984244),
270,13420 W. Coal Mine Ave.,Littleton,CO,80127,0,1,3,4,Electrify America,-105.1489,39.60833,"4, 1, 2",POINT (-105.1489 39.60833),
271,13495 Holly Street,Thornton,CO,80602,0,2,0,2,SemaCharge Network,-104.922013,39.939277,1,POINT (-104.922013 39.939277),
272,135 N 7th St,Grand Junction,CO,81501,0,2,0,2,ChargePoint Network,-108.561617,39.066759,1,POINT (-108.561617 39.066759),
273,1351 5th Street,Denver,CO,80204,0,2,0,2,ChargePoint Network,-105.010465,39.742932,1,POINT (-105.010465 39.742932),
274,1351 5th Street,Denver,CO,80204,0,2,0,2,ChargePoint Network,-105.010347,39.74294,1,POINT (-105.010347 39.74294),
275,1351 5th Street,Denver,CO,80204,0,2,0,2,ChargePoint Network,-105.010207,39.743031,1,POINT (-105.010207 39.743031),
276,1351 5th Street,Denver,CO,80204,0,2,0,2,ChargePoint Network,-105.010121,39.743047,1,POINT (-105.010121 39.743047),
277,13510 Meadowgrass Drive,Colorado Springs,CO,80921,0,1,0,1,SemaCharge Network,-104.822433,39.027657,1,POINT (-104.822433 39.027657),
278,13541 CO-9,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.047273,39.529789,1,POINT (-106.047273 39.529789),
279,13541 CO-9,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.047444,39.529806,1,POINT (-106.047444 39.529806),
280,13555 Washington St,Thornton,CO,80241,0,2,0,2,ChargePoint Network,-104.97936,39.9426,1,POINT (-104.97936 39.9426),
281,13555 Washington St,Thornton,CO,80241,0,2,0,2,ChargePoint Network,-104.97931,39.94263,1,POINT (-104.97931 39.94263),
282,136 Country Club Dr,Mountain Village,CO,81435,0,5,0,5,Tesla Destination,-107.848019,37.938809,"1, 3",POINT (-107.848019 37.938809),
283,136 E Thomas Pl,Beaver Creek,CO,81620,0,6,0,6,Tesla Destination,-106.515487,39.604825,"1, 3",POINT (-106.515487 39.604825),
284,1360 Aviation Wy,Colorado Springs,CO,80916,0,1,0,1,Tesla Destination,-104.723183,38.811718,3,POINT (-104.723183 38.811718),
285,1360 Gillaspie Dr,Boulder,CO,80305,0,2,0,2,ChargePoint Network,-105.249147,39.97544,1,POINT (-105.249147 39.97544),
286,1363 N Victor St,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.83328,39.73912,1,POINT (-104.83328 39.73912),
287,1363 N Victor St,Aurora,CO,80011,0,1,0,1,ChargePoint Network,-104.833253,39.739121,1,POINT (-104.833253 39.739121),
288,1363 N Victor St,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.83336,39.73813,1,POINT (-104.83336 39.73813),
289,13696 E Iliff Pl,Aurora,CO,80014,0,3,0,3,Tesla Destination,-104.830477,39.673477,"1, 3",POINT (-104.830477 39.673477),
290,1370 Elati St,Denver,CO,80204,0,2,0,2,ChargePoint Network,-104.993949,39.737959,1,POINT (-104.993949 39.737959),
291,1371 Greene S,Silverton,CO,81433,0,4,0,4,Tesla Destination,-107.668497,37.80718,3,POINT (-107.668497 37.80718),
292,13801 Grant Street,Thornton,CO,80023,0,2,0,2,SemaCharge Network,-104.985415,39.947938,1,POINT (-104.985415 39.947938),
293,1383 Sculptor Dr.,Loveland,CO,80537,0,2,0,2,Blink Network,-105.037509,40.406873,1,POINT (-105.037509 40.406873),
294,13905 E 112th Ave,Commerce City,CO,80022,0,2,0,2,ChargePoint Network,-104.82517,39.900936,1,POINT (-104.82517 39.900936),
295,140 W Benchmark Rd,Avon,CO,81620,0,2,0,2,ChargePoint Network,-106.525722,39.636004,1,POINT (-106.525722 39.636004),
296,1400 East Boulder Street,Colorado Springs,CO,80909,0,2,0,2,SemaCharge Network,-104.799409,38.839764,1,POINT (-104.799409 38.839764),
297,1400 Maple St,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.22476,39.75129,1,POINT (-105.22476 39.75129),
298,1400 Maple St,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.224846,39.75126,1,POINT (-105.224846 39.75126),
299,1400 Maple St,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.22474,39.751312,1,POINT (-105.22474 39.751312),
300,1400 Maple St.,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.224686,39.75132,1,POINT (-105.224686 39.75132),
301,1400 W 122nd Ave,Westminster,CO,80234,0,2,0,2,ChargePoint Network,-105.003022,39.917157,1,POINT (-105.003022 39.917157),
302,1400 W 122nd Ave,Westminster,CO,80234,0,2,0,2,ChargePoint Network,-105.002915,39.917223,1,POINT (-105.002915 39.917223),
303,1400 W 122nd Ave,Westminster,CO,80234,0,2,0,2,ChargePoint Network,-105.003044,39.917428,1,POINT (-105.003044 39.917428),
304,1400 W Elizabeth St,Fort Collins,CO,80521,0,1,0,1,ChargePoint Network,-105.100995,40.575861,1,POINT (-105.100995 40.575861),
305,1400 W Elizabeth St,Fort Collins,CO,80521,0,1,0,1,ChargePoint Network,-105.101074,40.57583,1,POINT (-105.101074 40.57583),
306,1400 Walnut St,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.27634,40.017086,1,POINT (-105.27634 40.017086),
307,14000 E Wesley Ave,Aurora,CO,80014,0,6,0,6,Non-Networked,-104.8252411,39.67313112,1,POINT (-104.8252411 39.67313112),
308,14000 Exposition Ave.,Aurora,CO,80012,0,1,3,4,Electrify America,-104.82568,39.70318,"4, 1, 2",POINT (-104.82568 39.70318),
309,1401 Lawrence Street,Denver,CO,80202,0,12,0,12,SemaCharge Network,-104.998854,39.747118,1,POINT (-104.998854 39.747118),
310,1401 W 17th St,Pueblo,CO,81003,0,1,0,1,ChargePoint Network,-104.630302,38.284574,1,POINT (-104.630302 38.284574),
311,1401 W 17th St,Pueblo,CO,81003,0,1,0,1,ChargePoint Network,-104.629722,38.284933,1,POINT (-104.629722 38.284933),
312,1401 Wynkoop St.,Denver,CO,80202,0,4,0,4,SemaCharge Network,-105.003127,39.750381,1,POINT (-105.003127 39.750381),
313,1402 Blake Ave,Glenwood Springs,CO,81601,0,2,0,2,Non-Networked,-107.3219,39.538781,1,POINT (-107.3219 39.538781),
314,1405 Centaur Village Drive,Lafayette,CO,80026,0,2,0,2,ChargePoint Network,-105.109525,39.981062,1,POINT (-105.109525 39.981062),
315,1410 West 13th Street,Pueblo,CO,81003,0,1,0,1,ChargePoint Network,-105.155984,38.447785,1,POINT (-105.155984 38.447785),
316,1415 Vista View Dr,Longmont,CO,80504,0,1,1,2,Non-Networked,-105.034583,40.159751,"4, 1, 2",POINT (-105.034583 40.159751),
317,1416 Platte St,Denver,CO,80202,0,1,2,3,eVgo Network,-105.010361,39.755826,"4, 1, 2",POINT (-105.010361 39.755826),
318,142 Arrowhead Circle,Edwards,CO,81632,0,1,0,1,SemaCharge Network,-106.562699,39.633128,1,POINT (-106.562699 39.633128),
319,14201 E 4th Ave,Aurora,CO,80011,0,4,0,4,SemaCharge Network,-104.823221,39.722739,1,POINT (-104.823221 39.722739),
320,1434 Spruce Street Boulder,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.276394,40.019307,1,POINT (-105.276394 40.019307),
321,14355 Orchard Pkwy,Westminster,CO,80023,0,4,0,4,Tesla Destination,-104.99283,39.958739,"1, 3",POINT (-104.99283 39.958739),
322,144 Co Rd 105,Salida,CO,81201,0,2,0,2,ChargePoint Network,-105.983093,38.523863,1,POINT (-105.983093 38.523863),
323,1441 Winters Ave,Grand Junction,CO,81501,0,2,0,2,ChargePoint Network,-108.54831,39.055622,1,POINT (-108.54831 39.055622),
324,1445 Market St,Denver,CO,80202,0,2,0,2,Non-Networked,-105.0000871,39.74905232,1,POINT (-105.0000871 39.74905232),
325,144A Co Rd 105,Salida,CO,81201,0,0,1,1,ChargePoint Network,-105.983827,38.523451,"4, 2",POINT (-105.983827 38.523451),
326,144A Co Rd 105,Salida,CO,81201,0,0,1,1,ChargePoint Network,-105.983918,38.523566,"4, 2",POINT (-105.983918 38.523566),
327,14500 W. Colfax Ave,Lakewood,CO,80401,0,0,6,6,Electrify America,-105.15458,39.7331,"4, 2",POINT (-105.15458 39.7331),
328,14500 West Colfax Avenue,Lakewood,CO,80401,0,0,16,16,Tesla,-105.154111,39.733802,3,POINT (-105.154111 39.733802),
329,14565 E Alameda Ave,Aurora,CO,80012,0,2,0,2,ChargePoint Network,-104.81834,39.712635,1,POINT (-104.81834 39.712635),
330,14697 Delaware St,Westminster,CO,80023,0,1,0,1,Non-Networked,-104.9944704,39.9618016,1,POINT (-104.9944704 39.9618016),
331,14697 Delaware St,Westminster,CO,80023,0,2,2,4,eVgo Network,-104.989953,39.963186,"4, 1, 2",POINT (-104.989953 39.963186),
332,14697 Delaware St,Westminster,CO,80023,0,8,0,8,eVgo Network,-104.989641,39.963421,1,POINT (-104.989641 39.963421),
333,14707 W Colfax Ave,Lakewood,CO,80401,0,1,0,1,Non-Networked,-105.163711,39.732606,1,POINT (-105.163711 39.732606),
334,14735 Orchard Pkwy,Westminster,CO,80023,0,2,0,2,ChargePoint Network,-104.99421,39.963524,1,POINT (-104.99421 39.963524),
335,1480 Quail Lake Loop,Colorado Springs,CO,80906,0,2,0,2,ChargePoint Network,-104.799741,38.7887,1,POINT (-104.799741 38.7887),
336,14820 Compark Boulevard,Parker,CO,80134,0,4,0,4,SemaCharge Network,-104.817707,39.558699,1,POINT (-104.817707 39.558699),
337,14830 Compark Boulevard,Parker,CO,80134,0,4,0,4,SemaCharge Network,-104.817707,39.558699,1,POINT (-104.817707 39.558699),
338,1485 Pine Grove Rd,Steamboat Springs,CO,80477,0,6,0,6,Tesla Destination,-106.823199,40.464727,"1, 3",POINT (-106.823199 40.464727),
339,1490 Delgany St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.003843,39.75182,1,POINT (-105.003843 39.75182),
340,1490 Delgany St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-105.003859,39.751836,1,POINT (-105.003859 39.751836),
341,1492 Knox Dr,Boulder,CO,80305,0,2,0,2,ChargePoint Network,-105.246056,39.973404,1,POINT (-105.246056 39.973404),
342,1495 Overlook Dr,Lafayette,CO,80026,0,2,0,2,Blink Network,-105.065284,39.977285,1,POINT (-105.065284 39.977285),
343,1498 Vaughn St,Aurora,CO,80011,0,2,0,2,ChargePoint Network,-104.835337,39.737636,1,POINT (-104.835337 39.737636),
344,14989 US-385,Julesburg,CO,80737,0,0,2,2,EV Connect,-102.246913,40.966489,2,POINT (-102.246913 40.966489),
345,14th Court @ Market St.,Denver,CO,80204,0,2,0,2,ChargePoint Network,-105.002133,39.747915,1,POINT (-105.002133 39.747915),
346,150 E Sackett Ave,Salida,CO,81201,0,2,0,2,ChargePoint Network,-105.99032,38.53685,1,POINT (-105.99032 38.53685),
347,150 Grand Ave,Mancos,CO,81328,0,2,0,2,ChargePoint Network,-108.288263,37.345501,1,POINT (-108.288263 37.345501),
348,150 Main St,Carbondale,CO,81623,0,2,0,2,Tesla Destination,-107.207925,39.400372,3,POINT (-107.207925 39.400372),
349,150 Miller Ranch Rd,Edwards,CO,81632,0,2,0,2,Non-Networked,-106.588043,39.645807,1,POINT (-106.588043 39.645807),
350,150 Old Main Dr,Fort Collins,CO,80524,0,2,0,2,ChargePoint Network,-105.07804,40.577137,1,POINT (-105.07804 40.577137),
351,150 Ski Hill Rd,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.04821,39.48249,1,POINT (-106.04821 39.48249),
352,1500 Coalton Rd,Louisville,CO,80027,0,2,0,2,ChargePoint Network,-105.148803,39.928137,1,POINT (-105.148803 39.928137),
353,1500 E 126th Ave,Thornton,CO,80241,0,2,0,2,Non-Networked,-104.9746028,39.92511238,1,POINT (-104.9746028 39.92511238),
354,1500 E 128th Ave,Thornton,CO,80241,0,2,0,2,ChargePoint Network,-104.967297,39.927266,1,POINT (-104.967297 39.927266),
355,1500 Knox Drive,Boulder,CO,80305,0,2,0,2,ChargePoint Network,-105.24447,39.974229,1,POINT (-105.24447 39.974229),
356,1500 Park Central Dr.,Highlands Ranch,CO,80129,0,3,0,3,SemaCharge Network,-105.005422,39.552046,1,POINT (-105.005422 39.552046),
357,1500 Park Central Drive,Highlands Ranch,CO,80129,0,6,0,6,SemaCharge Network,-105.006116,39.552462,1,POINT (-105.006116 39.552462),
358,1500 Pearl St,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.275042,40.018504,1,POINT (-105.275042 40.018504),
359,1500 Pearl St,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.275054,40.018574,1,POINT (-105.275054 40.018574),
360,1500 Pearl St,Boulder,CO,80302,0,0,1,1,ChargePoint Network,-105.275375,40.01844,"4, 2",POINT (-105.275375 40.01844),
361,1500 Pearl St,Boulder,CO,80302,0,0,1,1,ChargePoint Network,-105.275166,40.018479,"4, 2",POINT (-105.275166 40.018479),
362,1500 Pearl St,Boulder,CO,80302,0,0,1,1,ChargePoint Network,-105.275153,40.018494,"4, 2",POINT (-105.275153 40.018494),
363,1500 Pearl St,Boulder,CO,80302,0,0,1,1,ChargePoint Network,-105.275121,40.018506,"4, 2",POINT (-105.275121 40.018506),
364,15020 Compark Boulevard,Englewood,CO,80112,0,4,0,4,SemaCharge Network,-104.81563,39.557169,1,POINT (-104.81563 39.557169),
365,1503 Hood Ave,Pueblo,CO,81003,0,1,0,1,ChargePoint Network,-104.631613,38.278985,1,POINT (-104.631613 38.278985),
366,15030 Compark Blvd,Englewood,CO,80112,0,4,0,4,SemaCharge Network,-104.814285,39.556853,1,POINT (-104.814285 39.556853),
367,1505 30th St,Boulder,CO,80303,0,2,0,2,ChargePoint Network,-105.25503,40.013092,1,POINT (-105.25503 40.013092),
